server,payload_size,avg_rtt
lyon.testdebit.info,100,47.0
lyon.testdebit.info,110,51.0
lyon.testdebit.info,120,47.0
lyon.testdebit.info,130,48.0
lyon.testdebit.info,140,44.0
lyon.testdebit.info,150,47.0
lyon.testdebit.info,160,47.0
lyon.testdebit.info,170,46.0
lyon.testdebit.info,180,44.0
lyon.testdebit.info,190,44.0
lyon.testdebit.info,200,46.0
lyon.testdebit.info,210,53.0
lyon.testdebit.info,220,49.0
lyon.testdebit.info,230,45.0
lyon.testdebit.info,240,47.0
lyon.testdebit.info,250,47.0
lyon.testdebit.info,260,50.0
lyon.testdebit.info,270,45.0
lyon.testdebit.info,280,53.0
lyon.testdebit.info,290,48.0
lyon.testdebit.info,300,46.0
lyon.testdebit.info,310,49.0
lyon.testdebit.info,320,46.0
lyon.testdebit.info,330,46.0
lyon.testdebit.info,340,43.0
lyon.testdebit.info,350,45.0
lyon.testdebit.info,360,48.0
lyon.testdebit.info,370,47.0
lyon.testdebit.info,380,52.0
lyon.testdebit.info,390,48.0
lyon.testdebit.info,400,44.0
lyon.testdebit.info,410,51.0
lyon.testdebit.info,420,48.0
lyon.testdebit.info,430,47.0
lyon.testdebit.info,440,52.0
lyon.testdebit.info,450,47.0
lyon.testdebit.info,460,49.0
lyon.testdebit.info,470,49.0
lyon.testdebit.info,480,54.0
lyon.testdebit.info,490,46.0
lyon.testdebit.info,500,51.0
lyon.testdebit.info,510,45.0
lyon.testdebit.info,520,47.0
lyon.testdebit.info,530,50.0
lyon.testdebit.info,540,51.0
lyon.testdebit.info,550,47.0
lyon.testdebit.info,560,49.0
lyon.testdebit.info,570,46.0
lyon.testdebit.info,580,46.0
lyon.testdebit.info,590,48.0
lyon.testdebit.info,600,44.0
lyon.testdebit.info,610,48.0
lyon.testdebit.info,620,51.0
lyon.testdebit.info,630,53.0
lyon.testdebit.info,640,47.0
lyon.testdebit.info,650,44.0
lyon.testdebit.info,660,44.0
lyon.testdebit.info,670,45.0
lyon.testdebit.info,680,45.0
lyon.testdebit.info,690,45.0
lyon.testdebit.info,700,47.0
lyon.testdebit.info,710,44.0
lyon.testdebit.info,720,43.0
lyon.testdebit.info,730,43.0
lyon.testdebit.info,740,44.0
lyon.testdebit.info,750,50.0
lyon.testdebit.info,760,46.0
lyon.testdebit.info,770,44.0
lyon.testdebit.info,780,44.0
lyon.testdebit.info,790,52.0
lyon.testdebit.info,800,49.0
lyon.testdebit.info,810,48.0
lyon.testdebit.info,820,46.0
lyon.testdebit.info,830,44.0
lyon.testdebit.info,840,47.0
lyon.testdebit.info,850,47.0
lyon.testdebit.info,860,46.0
lyon.testdebit.info,870,44.0
lyon.testdebit.info,880,43.0
lyon.testdebit.info,890,45.0
lyon.testdebit.info,900,46.0
lyon.testdebit.info,910,48.0
lyon.testdebit.info,920,50.0
lyon.testdebit.info,930,45.0
lyon.testdebit.info,940,44.0
lyon.testdebit.info,950,46.0
lyon.testdebit.info,960,52.0
lyon.testdebit.info,970,57.0
lyon.testdebit.info,980,58.0
lyon.testdebit.info,990,57.0
lyon.testdebit.info,1000,63.0
lyon.testdebit.info,1010,56.0
lyon.testdebit.info,1020,61.0
lyon.testdebit.info,1030,58.0
lyon.testdebit.info,1040,61.0
lyon.testdebit.info,1050,56.0
lyon.testdebit.info,1060,63.0
lyon.testdebit.info,1070,57.0
lyon.testdebit.info,1080,60.0
lyon.testdebit.info,1090,60.0
lyon.testdebit.info,1100,58.0
lyon.testdebit.info,1110,60.0
lyon.testdebit.info,1120,61.0
lyon.testdebit.info,1130,62.0
lyon.testdebit.info,1140,60.0
lyon.testdebit.info,1150,56.0
lyon.testdebit.info,1160,59.0
lyon.testdebit.info,1170,63.0
lyon.testdebit.info,1180,51.0
lyon.testdebit.info,1190,58.0
lyon.testdebit.info,1200,59.0
lyon.testdebit.info,1210,58.0
lyon.testdebit.info,1220,65.0
lyon.testdebit.info,1230,59.0
lyon.testdebit.info,1240,62.0
lyon.testdebit.info,1250,59.0
lyon.testdebit.info,1260,65.0
lyon.testdebit.info,1270,61.0
lyon.testdebit.info,1280,60.0
lyon.testdebit.info,1290,64.0
lyon.testdebit.info,1300,59.0
lyon.testdebit.info,1310,60.0
lyon.testdebit.info,1320,59.0
lyon.testdebit.info,1330,58.0
lyon.testdebit.info,1340,66.0
lyon.testdebit.info,1350,62.0
lyon.testdebit.info,1360,63.0
lyon.testdebit.info,1370,58.0
lyon.testdebit.info,1380,62.0
lyon.testdebit.info,1390,59.0
lyon.testdebit.info,1400,59.0
lyon.testdebit.info,1410,56.0
lyon.testdebit.info,1420,53.0
lyon.testdebit.info,1430,60.0
lyon.testdebit.info,1440,58.0
lyon.testdebit.info,1450,61.0
lyon.testdebit.info,1460,60.0
lyon.testdebit.info,1470,63.0
la.speedtest.clouvider.net,10,191.0
la.speedtest.clouvider.net,20,190.0
la.speedtest.clouvider.net,30,189.0
la.speedtest.clouvider.net,40,190.0
la.speedtest.clouvider.net,50,191.0
la.speedtest.clouvider.net,60,188.0
la.speedtest.clouvider.net,70,190.0
la.speedtest.clouvider.net,80,190.0
la.speedtest.clouvider.net,90,191.0
la.speedtest.clouvider.net,100,191.0
la.speedtest.clouvider.net,110,189.0
la.speedtest.clouvider.net,120,191.0
la.speedtest.clouvider.net,130,190.0
la.speedtest.clouvider.net,140,187.0
la.speedtest.clouvider.net,150,188.0
la.speedtest.clouvider.net,160,188.0
la.speedtest.clouvider.net,170,194.0
la.speedtest.clouvider.net,180,189.0
la.speedtest.clouvider.net,190,188.0
la.speedtest.clouvider.net,200,192.0
la.speedtest.clouvider.net,210,197.0
la.speedtest.clouvider.net,220,185.0
la.speedtest.clouvider.net,230,189.0
la.speedtest.clouvider.net,240,189.0
la.speedtest.clouvider.net,250,192.0
la.speedtest.clouvider.net,260,192.0
la.speedtest.clouvider.net,270,190.0
la.speedtest.clouvider.net,280,190.0
la.speedtest.clouvider.net,290,189.0
la.speedtest.clouvider.net,300,188.0
la.speedtest.clouvider.net,310,191.0
la.speedtest.clouvider.net,320,189.0
la.speedtest.clouvider.net,330,191.0
la.speedtest.clouvider.net,340,190.0
la.speedtest.clouvider.net,350,187.0
la.speedtest.clouvider.net,360,189.0
la.speedtest.clouvider.net,370,189.0
la.speedtest.clouvider.net,380,188.0
la.speedtest.clouvider.net,390,192.0
la.speedtest.clouvider.net,400,187.0
la.speedtest.clouvider.net,410,187.0
la.speedtest.clouvider.net,420,190.0
la.speedtest.clouvider.net,430,188.0
la.speedtest.clouvider.net,440,193.0
la.speedtest.clouvider.net,450,190.0
la.speedtest.clouvider.net,460,192.0
la.speedtest.clouvider.net,470,193.0
la.speedtest.clouvider.net,480,191.0
la.speedtest.clouvider.net,490,190.0
la.speedtest.clouvider.net,500,192.0
la.speedtest.clouvider.net,510,190.0
la.speedtest.clouvider.net,520,190.0
la.speedtest.clouvider.net,530,188.0
la.speedtest.clouvider.net,540,191.0
la.speedtest.clouvider.net,550,192.0
la.speedtest.clouvider.net,560,189.0
la.speedtest.clouvider.net,570,192.0
la.speedtest.clouvider.net,580,191.0
la.speedtest.clouvider.net,590,186.0
la.speedtest.clouvider.net,600,190.0
la.speedtest.clouvider.net,610,192.0
la.speedtest.clouvider.net,620,189.0
la.speedtest.clouvider.net,630,187.0
la.speedtest.clouvider.net,640,191.0
la.speedtest.clouvider.net,650,189.0
la.speedtest.clouvider.net,660,190.0
la.speedtest.clouvider.net,670,190.0
la.speedtest.clouvider.net,680,194.0
la.speedtest.clouvider.net,690,186.0
la.speedtest.clouvider.net,700,189.0
la.speedtest.clouvider.net,710,187.0
la.speedtest.clouvider.net,720,193.0
la.speedtest.clouvider.net,730,191.0
la.speedtest.clouvider.net,740,191.0
la.speedtest.clouvider.net,750,187.0
la.speedtest.clouvider.net,760,191.0
la.speedtest.clouvider.net,770,186.0
la.speedtest.clouvider.net,780,188.0
la.speedtest.clouvider.net,790,192.0
la.speedtest.clouvider.net,800,189.0
la.speedtest.clouvider.net,810,188.0
la.speedtest.clouvider.net,820,190.0
la.speedtest.clouvider.net,830,188.0
la.speedtest.clouvider.net,840,189.0
la.speedtest.clouvider.net,850,191.0
la.speedtest.clouvider.net,860,190.0
la.speedtest.clouvider.net,870,189.0
la.speedtest.clouvider.net,880,194.0
la.speedtest.clouvider.net,890,202.0
la.speedtest.clouvider.net,900,188.0
la.speedtest.clouvider.net,910,193.0
la.speedtest.clouvider.net,920,194.0
la.speedtest.clouvider.net,930,188.0
la.speedtest.clouvider.net,940,190.0
la.speedtest.clouvider.net,950,189.0
la.speedtest.clouvider.net,960,196.0
la.speedtest.clouvider.net,970,199.0
la.speedtest.clouvider.net,980,202.0
la.speedtest.clouvider.net,990,202.0
la.speedtest.clouvider.net,1000,207.0
la.speedtest.clouvider.net,1010,206.0
la.speedtest.clouvider.net,1020,195.0
la.speedtest.clouvider.net,1030,197.0
la.speedtest.clouvider.net,1040,201.0
la.speedtest.clouvider.net,1050,203.0
la.speedtest.clouvider.net,1060,201.0
la.speedtest.clouvider.net,1070,205.0
la.speedtest.clouvider.net,1080,205.0
la.speedtest.clouvider.net,1090,204.0
la.speedtest.clouvider.net,1100,207.0
la.speedtest.clouvider.net,1110,207.0
la.speedtest.clouvider.net,1120,213.0
la.speedtest.clouvider.net,1130,205.0
la.speedtest.clouvider.net,1140,208.0
la.speedtest.clouvider.net,1150,205.0
la.speedtest.clouvider.net,1160,203.0
la.speedtest.clouvider.net,1170,210.0
la.speedtest.clouvider.net,1180,204.0
la.speedtest.clouvider.net,1190,202.0
la.speedtest.clouvider.net,1200,202.0
la.speedtest.clouvider.net,1210,200.0
la.speedtest.clouvider.net,1220,199.0
la.speedtest.clouvider.net,1230,200.0
la.speedtest.clouvider.net,1240,207.0
la.speedtest.clouvider.net,1250,201.0
la.speedtest.clouvider.net,1260,205.0
la.speedtest.clouvider.net,1270,204.0
la.speedtest.clouvider.net,1280,206.0
la.speedtest.clouvider.net,1290,202.0
la.speedtest.clouvider.net,1300,205.0
la.speedtest.clouvider.net,1310,203.0
la.speedtest.clouvider.net,1320,204.0
la.speedtest.clouvider.net,1330,201.0
la.speedtest.clouvider.net,1340,199.0
la.speedtest.clouvider.net,1350,203.0
la.speedtest.clouvider.net,1360,205.0
la.speedtest.clouvider.net,1370,205.0
la.speedtest.clouvider.net,1380,202.0
la.speedtest.clouvider.net,1390,208.0
la.speedtest.clouvider.net,1400,204.0
la.speedtest.clouvider.net,1410,193.0
la.speedtest.clouvider.net,1420,201.0
la.speedtest.clouvider.net,1430,206.0
la.speedtest.clouvider.net,1440,203.0
la.speedtest.clouvider.net,1450,201.0
la.speedtest.clouvider.net,1460,196.0
la.speedtest.clouvider.net,1470,200.0
nyc.speedtest.clouvider.net,10,113.0
nyc.speedtest.clouvider.net,20,111.0
nyc.speedtest.clouvider.net,30,113.0
nyc.speedtest.clouvider.net,40,114.0
nyc.speedtest.clouvider.net,50,118.0
nyc.speedtest.clouvider.net,60,111.0
nyc.speedtest.clouvider.net,70,112.0
nyc.speedtest.clouvider.net,80,110.0
nyc.speedtest.clouvider.net,90,114.0
nyc.speedtest.clouvider.net,100,113.0
nyc.speedtest.clouvider.net,110,109.0
nyc.speedtest.clouvider.net,120,113.0
nyc.speedtest.clouvider.net,130,110.0
nyc.speedtest.clouvider.net,140,110.0
nyc.speedtest.clouvider.net,150,108.0
nyc.speedtest.clouvider.net,160,113.0
nyc.speedtest.clouvider.net,170,115.0
nyc.speedtest.clouvider.net,180,107.0
nyc.speedtest.clouvider.net,190,110.0
nyc.speedtest.clouvider.net,200,112.0
nyc.speedtest.clouvider.net,210,115.0
nyc.speedtest.clouvider.net,220,114.0
nyc.speedtest.clouvider.net,230,115.0
nyc.speedtest.clouvider.net,240,113.0
nyc.speedtest.clouvider.net,250,111.0
nyc.speedtest.clouvider.net,260,110.0
nyc.speedtest.clouvider.net,270,113.0
nyc.speedtest.clouvider.net,280,113.0
nyc.speedtest.clouvider.net,290,113.0
nyc.speedtest.clouvider.net,300,111.0
nyc.speedtest.clouvider.net,310,107.0
nyc.speedtest.clouvider.net,320,109.0
nyc.speedtest.clouvider.net,330,111.0
nyc.speedtest.clouvider.net,340,108.0
nyc.speedtest.clouvider.net,350,113.0
nyc.speedtest.clouvider.net,360,112.0
nyc.speedtest.clouvider.net,370,109.0
nyc.speedtest.clouvider.net,380,111.0
nyc.speedtest.clouvider.net,390,116.0
nyc.speedtest.clouvider.net,400,112.0
nyc.speedtest.clouvider.net,410,120.0
nyc.speedtest.clouvider.net,420,116.0
nyc.speedtest.clouvider.net,430,114.0
nyc.speedtest.clouvider.net,440,118.0
nyc.speedtest.clouvider.net,450,116.0
nyc.speedtest.clouvider.net,460,112.0
nyc.speedtest.clouvider.net,470,116.0
nyc.speedtest.clouvider.net,480,121.0
nyc.speedtest.clouvider.net,490,107.0
nyc.speedtest.clouvider.net,500,113.0
nyc.speedtest.clouvider.net,510,113.0
nyc.speedtest.clouvider.net,520,110.0
nyc.speedtest.clouvider.net,530,114.0
nyc.speedtest.clouvider.net,540,115.0
nyc.speedtest.clouvider.net,550,109.0
nyc.speedtest.clouvider.net,560,108.0
nyc.speedtest.clouvider.net,570,114.0
nyc.speedtest.clouvider.net,580,112.0
nyc.speedtest.clouvider.net,590,117.0
nyc.speedtest.clouvider.net,600,112.0
nyc.speedtest.clouvider.net,610,115.0
nyc.speedtest.clouvider.net,620,111.0
nyc.speedtest.clouvider.net,630,119.0
nyc.speedtest.clouvider.net,640,109.0
nyc.speedtest.clouvider.net,650,109.0
nyc.speedtest.clouvider.net,660,111.0
nyc.speedtest.clouvider.net,670,108.0
nyc.speedtest.clouvider.net,680,114.0
nyc.speedtest.clouvider.net,690,112.0
nyc.speedtest.clouvider.net,700,113.0
nyc.speedtest.clouvider.net,710,120.0
nyc.speedtest.clouvider.net,720,108.0
nyc.speedtest.clouvider.net,730,110.0
nyc.speedtest.clouvider.net,740,112.0
nyc.speedtest.clouvider.net,750,112.0
nyc.speedtest.clouvider.net,760,112.0
nyc.speedtest.clouvider.net,770,112.0
nyc.speedtest.clouvider.net,780,111.0
nyc.speedtest.clouvider.net,790,112.0
nyc.speedtest.clouvider.net,800,112.0
nyc.speedtest.clouvider.net,810,109.0
nyc.speedtest.clouvider.net,820,112.0
nyc.speedtest.clouvider.net,830,119.0
nyc.speedtest.clouvider.net,840,111.0
nyc.speedtest.clouvider.net,850,117.0
nyc.speedtest.clouvider.net,860,126.0
nyc.speedtest.clouvider.net,870,109.0
nyc.speedtest.clouvider.net,880,114.0
nyc.speedtest.clouvider.net,890,114.0
nyc.speedtest.clouvider.net,900,115.0
nyc.speedtest.clouvider.net,910,110.0
nyc.speedtest.clouvider.net,920,121.0
nyc.speedtest.clouvider.net,930,117.0
nyc.speedtest.clouvider.net,940,118.0
nyc.speedtest.clouvider.net,950,125.0
nyc.speedtest.clouvider.net,960,112.0
nyc.speedtest.clouvider.net,970,116.0
nyc.speedtest.clouvider.net,980,123.0
nyc.speedtest.clouvider.net,990,121.0
nyc.speedtest.clouvider.net,1000,122.0
nyc.speedtest.clouvider.net,1010,128.0
nyc.speedtest.clouvider.net,1020,128.0
nyc.speedtest.clouvider.net,1030,125.0
nyc.speedtest.clouvider.net,1040,129.0
nyc.speedtest.clouvider.net,1050,126.0
nyc.speedtest.clouvider.net,1060,123.0
nyc.speedtest.clouvider.net,1070,125.0
nyc.speedtest.clouvider.net,1080,121.0
nyc.speedtest.clouvider.net,1090,128.0
nyc.speedtest.clouvider.net,1100,122.0
nyc.speedtest.clouvider.net,1110,122.0
nyc.speedtest.clouvider.net,1120,125.0
nyc.speedtest.clouvider.net,1130,119.0
nyc.speedtest.clouvider.net,1140,117.0
nyc.speedtest.clouvider.net,1150,124.0
nyc.speedtest.clouvider.net,1160,127.0
nyc.speedtest.clouvider.net,1170,128.0
nyc.speedtest.clouvider.net,1180,126.0
nyc.speedtest.clouvider.net,1190,123.0
nyc.speedtest.clouvider.net,1200,124.0
nyc.speedtest.clouvider.net,1210,118.0
nyc.speedtest.clouvider.net,1220,126.0
nyc.speedtest.clouvider.net,1230,127.0
nyc.speedtest.clouvider.net,1240,126.0
nyc.speedtest.clouvider.net,1250,123.0
nyc.speedtest.clouvider.net,1260,121.0
nyc.speedtest.clouvider.net,1270,125.0
nyc.speedtest.clouvider.net,1280,125.0
nyc.speedtest.clouvider.net,1290,122.0
nyc.speedtest.clouvider.net,1300,120.0
nyc.speedtest.clouvider.net,1310,121.0
nyc.speedtest.clouvider.net,1320,122.0
nyc.speedtest.clouvider.net,1330,124.0
nyc.speedtest.clouvider.net,1340,122.0
nyc.speedtest.clouvider.net,1350,124.0
nyc.speedtest.clouvider.net,1360,121.0
nyc.speedtest.clouvider.net,1370,124.0
nyc.speedtest.clouvider.net,1380,122.0
nyc.speedtest.clouvider.net,1390,128.0
nyc.speedtest.clouvider.net,1400,123.0
nyc.speedtest.clouvider.net,1410,121.0
nyc.speedtest.clouvider.net,1420,125.0
nyc.speedtest.clouvider.net,1430,126.0
nyc.speedtest.clouvider.net,1440,125.0
nyc.speedtest.clouvider.net,1450,123.0
nyc.speedtest.clouvider.net,1460,117.0
nyc.speedtest.clouvider.net,1470,122.0
